0	23761	1.0
0	6854	1.0
0	28151	1.0
0	16823	1.0
0	15946	1.0
0	5806	1.0
0	16019	1.0
0	20410	1.0
0	19725	1.0
0	491	1.0
0	492	1.0
0	19675	1.0
0	22180	1.0
0	27201	1.0
0	979	1.0
0	10117	1.0
0	0	1.0
0	21859	1.0
0	9575	1.0
0	14574	1.0
0	806	1.0
0	5320	1.0
0	487	1.0
0	20045	1.0
0	31134	1.0
0	15080	1.0
0	21623	1.0
0	7028	1.0
0	10078	1.0
0	4465	1.0
0	29196	1.0
0	1575	1.0
0	6482	1.0
0	3692	1.0
0	23008	1.0
0	29700	1.0
0	3238	1.0
0	529	1.0
0	22202	1.0
0	22192	1.0
1	15335	1.0
1	15075	1.0
1	1	1.0
1	2391	1.0
1	12415	1.0
1	16730	1.0
1	6592	1.0
1	1149	1.0
1	14329	1.0
1	17205	1.0
1	21550	1.0
1	2154	1.0
1	12400	1.0
1	12151	1.0
2	1928	1.0
2	11299	1.0
2	24964	1.0
2	9511	1.0
2	1	1.0
2	4060	1.0
3	27292	1.0
3	25757	1.0
3	2048	1.0
3	24815	1.0
3	2	1.0
4	7998	1.0
4	10629	1.0
4	4447	1.0
4	16777	1.0
4	21530	1.0
4	22487	1.0
4	20561	1.0
4	3	1.0
4	23007	1.0
4	514	1.0
5	16421	1.0
5	10813	1.0
5	23008	1.0
5	3	1.0
5	32307	1.0
5	2600	1.0
5	11656	1.0
5	9084	1.0
5	21703	1.0
5	17685	1.0
5	22451	1.0
5	4089	1.0
5	7657	1.0
5	18055	1.0
5	32181	1.0
5	14591	1.0
5	20376	1.0
5	19482	1.0
5	23119	1.0
5	492	1.0
5	10810	1.0
5	24195	1.0
5	10829	1.0
5	20653	1.0
5	30748	1.0
5	8875	1.0
5	30792	1.0
5	4662	1.0
5	18707	1.0
5	10981	1.0
5	12786	1.0
5	28121	1.0
5	25195	1.0
5	9870	1.0
5	31529	1.0
5	3087	1.0
5	13440	1.0
5	26544	1.0
5	32309	1.0
5	9105	1.0
5	3210	1.0
5	10824	1.0
5	2960	1.0
5	10828	1.0
5	32240	1.0
5	980	1.0
5	928	1.0
5	19700	1.0
5	32294	1.0
5	1320	1.0
5	32266	1.0
5	29186	1.0
5	17622	1.0
5	18237	1.0
5	839	1.0
5	29574	1.0
5	26306	1.0
5	27540	1.0
5	31270	1.0
5	12897	1.0
5	24311	1.0
5	28814	1.0
5	4583	1.0
5	2967	1.0
5	29573	1.0
5	29572	1.0
5	27940	1.0
5	110	1.0
5	7479	1.0
5	15948	1.0
5	11659	1.0
5	16411	1.0
5	25236	1.0
5	20436	1.0
5	15479	1.0
5	32305	1.0
5	14859	1.0
5	10331	1.0
5	16434	1.0
5	23901	1.0
5	12205	1.0
5	16631	1.0
5	30775	1.0
5	10819	1.0
5	283	1.0
5	26462	1.0
5	5721	1.0
5	18835	1.0
5	30970	1.0
5	27145	1.0
5	32304	1.0
5	27038	1.0
5	23112	1.0
5	18665	1.0
5	6972	1.0
5	1241	1.0
5	22202	1.0
5	4585	1.0
5	9530	1.0
5	31238	1.0
5	27254	1.0
