0	14419	1.0
0	13664	1.0
0	12198	1.0
0	11535	1.0
0	11257	1.0
0	12724	1.0
0	16506	1.0
0	14692	1.0
0	0	1.0
0	13037	1.0
0	6474	1.0
0	10704	1.0
0	11344	1.0
0	16613	1.0
0	13727	1.0
0	13771	1.0
0	12291	1.0
0	4154	1.0
0	10406	1.0
0	17428	1.0
0	1067	1.0
0	16245	1.0
0	15710	1.0
0	11070	1.0
0	11621	1.0
1	10629	1.0
1	1909	1.0
1	1053	1.0
1	665	1.0
1	5584	1.0
1	2079	1.0
1	13356	1.0
1	9687	1.0
1	1287	1.0
1	1109	1.0
1	1237	1.0
1	1020	1.0
1	2181	1.0
1	2789	1.0
1	2030	1.0
1	58	1.0
1	17284	1.0
1	938	1.0
1	3861	1.0
1	1965	1.0
1	436	1.0
1	1	1.0
1	13119	1.0
1	10128	1.0
1	540	1.0
1	10729	1.0
2	1439	1.0
2	9815	1.0
2	1310	1.0
2	2102	1.0
2	4773	1.0
2	4627	1.0
2	4655	1.0
2	1	1.0
2	4791	1.0
2	4883	1.0
3	17487	1.0
3	5796	1.0
3	5377	1.0
3	12367	1.0
3	88	1.0
3	10304	1.0
3	16962	1.0
3	1449	1.0
3	2	1.0
3	12740	1.0
3	8930	1.0
3	15492	1.0
3	16776	1.0
3	13445	1.0
3	14300	1.0
4	12911	1.0
4	2	1.0
4	6983	1.0
4	5461	1.0
4	8432	1.0
4	10834	1.0
4	3986	1.0
4	17462	1.0
4	10331	1.0
4	17661	1.0
5	2	1.0
5	11069	1.0
5	16626	1.0
5	16627	1.0
5	13999	1.0
5	8220	1.0
5	10467	1.0
5	10774	1.0
5	10807	1.0
5	4868	1.0
5	10857	1.0
5	12384	1.0
5	10931	1.0
6	6519	1.0
6	12450	1.0
6	12305	1.0
6	5678	1.0
6	10109	1.0
6	13254	1.0
6	1067	1.0
6	15966	1.0
6	12873	1.0
6	10432	1.0
6	13091	1.0
6	1514	1.0
6	2	1.0
6	7669	1.0
6	15675	1.0
6	12617	1.0
6	11825	1.0
6	6221	1.0
