0	21742	1.0
0	21624	1.0
0	0	1.0
0	21945	1.0
0	21711	1.0
1	17986	1.0
1	20652	1.0
1	18947	1.0
1	1	1.0
1	17412	1.0
2	7980	1.0
2	11848	1.0
2	11525	1.0
2	11856	1.0
2	16337	1.0
2	21998	1.0
2	12981	1.0
2	3468	1.0
2	16342	1.0
2	13412	1.0
2	21098	1.0
2	711	1.0
2	7027	1.0
2	11864	1.0
2	3411	1.0
2	22097	1.0
2	7985	1.0
2	14540	1.0
2	10597	1.0
2	19120	1.0
2	2	1.0
2	17678	1.0
2	13498	1.0
2	9346	1.0
2	20403	1.0
2	19946	1.0
2	7992	1.0
2	3696	1.0
2	18306	1.0
2	21545	1.0
2	3060	1.0
2	2242	1.0
2	22098	1.0
2	8574	1.0
2	18407	1.0
2	9786	1.0
2	7977	1.0
2	749	1.0
2	2754	1.0
2	17105	1.0
2	22089	1.0
2	21232	1.0
2	17041	1.0
2	1967	1.0
2	7989	1.0
2	13387	1.0
2	2249	1.0
2	17646	1.0
2	20174	1.0
2	16268	1.0
2	7626	1.0
2	94	1.0
2	13920	1.0
2	8575	1.0
2	15448	1.0
2	22067	1.0
2	720	1.0
2	21406	1.0
2	12676	1.0
2	18786	1.0
2	5529	1.0
2	3409	1.0
2	9430	1.0
2	18928	1.0
2	14065	1.0
2	12720	1.0
2	16860	1.0
2	226	1.0
2	21123	1.0
2	5638	1.0
2	980	1.0
2	12004	1.0
2	8103	1.0
2	18464	1.0
2	4240	1.0
2	648	1.0
2	10698	1.0
2	19390	1.0
2	14734	1.0
2	22096	1.0
2	15904	1.0
2	1379	1.0
2	8945	1.0
2	7829	1.0
2	2419	1.0
2	22100	1.0
2	22043	1.0
2	10770	1.0
2	14315	1.0
2	6691	1.0
2	19500	1.0
2	7991	1.0
2	20405	1.0
2	14589	1.0
2	20404	1.0
2	18857	1.0
2	15744	1.0
2	21393	1.0
2	382	1.0
2	11196	1.0
2	6509	1.0
2	928	1.0
2	21111	1.0
2	7269	1.0
2	5185	1.0
2	6673	1.0
2	13103	1.0
2	1607	1.0
3	4804	1.0
3	14673	1.0
3	7125	1.0
3	1108	1.0
3	1035	1.0
3	7639	1.0
3	3	1.0
3	901	1.0
3	12375	1.0
4	17561	1.0
4	16130	1.0
4	5511	1.0
4	2323	1.0
4	117	1.0
4	8942	1.0
4	5472	1.0
4	3454	1.0
4	5559	1.0
4	3	1.0
4	17972	1.0
5	17563	1.0
5	5217	1.0
5	19832	1.0
5	18201	1.0
5	19034	1.0
6	7673	1.0
6	16636	1.0
6	13999	1.0
6	10339	1.0
6	1898	1.0
6	3753	1.0
6	6750	1.0
6	790	1.0
6	18064	1.0
6	12564	1.0
6	7627	1.0
6	10212	1.0
6	12724	1.0
6	3	1.0
7	9527	1.0
7	11423	1.0
7	7802	1.0
7	11421	1.0
7	9779	1.0
7	19775	1.0
7	16210	1.0
7	8251	1.0
7	3	1.0
8	19084	1.0
8	15935	1.0
8	17338	1.0
8	19409	1.0
8	16135	1.0
9	19519	1.0
9	21477	1.0
9	3066	1.0
9	18108	1.0
10	11370	1.0
10	14039	1.0
10	5	1.0
10	21104	1.0
10	9307	1.0
10	18658	1.0
10	3440	1.0
11	10192	1.0
11	14015	1.0
11	1179	1.0
11	5	1.0
11	3698	1.0
11	13596	1.0
11	11658	1.0
12	21555	1.0
12	21138	1.0
12	5	1.0
12	3541	1.0
12	21207	1.0
12	21802	1.0
12	8636	1.0
12	16062	1.0
12	21819	1.0
12	18456	1.0
12	21653	1.0
12	21469	1.0
12	21456	1.0
12	21222	1.0
12	21666	1.0
12	21447	1.0
13	15568	1.0
13	11892	1.0
13	18228	1.0
13	5	1.0
14	13622	1.0
14	18546	1.0
14	11986	1.0
14	9135	1.0
14	21611	1.0
14	1831	1.0
14	5	1.0
15	624	1.0
15	18571	1.0
15	5	1.0
15	5399	1.0
15	10473	1.0
15	16607	1.0
15	20997	1.0
15	15765	1.0
15	13806	1.0
15	19625	1.0
15	8347	1.0
15	18594	1.0
15	13577	1.0
15	13723	1.0
15	20483	1.0
15	21536	1.0
15	13697	1.0
15	20408	1.0
16	14017	1.0
16	10607	1.0
16	19610	1.0
16	15580	1.0
16	1103	1.0
16	15722	1.0
16	8315	1.0
16	13555	1.0
16	7743	1.0
16	14021	1.0
16	16819	1.0
16	18242	1.0
16	60	1.0
16	17916	1.0
16	7196	1.0
16	5263	1.0
16	10881	1.0
16	10833	1.0
16	11570	1.0
16	16825	1.0
16	13043	1.0
16	12277	1.0
16	1447	1.0
16	13307	1.0
16	820	1.0
16	9044	1.0
16	11440	1.0
16	13758	1.0
16	519	1.0
16	5	1.0
16	11395	1.0
16	15166	1.0
16	56	1.0
16	7927	1.0
16	4962	1.0
16	2912	1.0
16	13521	1.0
16	14748	1.0
17	14258	1.0
17	15640	1.0
17	19688	1.0
17	11817	1.0
17	21893	1.0
17	7970	1.0
17	1051	1.0
17	5	1.0
17	16112	1.0
17	13094	1.0
17	1140	1.0
17	209	1.0
18	21035	1.0
18	5	1.0
18	13836	1.0
18	2503	1.0
18	4838	1.0
18	8620	1.0
18	14500	1.0
18	3442	1.0
18	6919	1.0
19	4187	1.0
19	5544	1.0
19	5	1.0
19	13263	1.0
19	16312	1.0
19	11071	1.0
19	3742	1.0
19	10413	1.0
20	10407	1.0
20	13094	1.0
20	4224	1.0
20	150	1.0
20	6920	1.0
20	3468	1.0
20	3830	1.0
20	3630	1.0
20	15274	1.0
21	3321	1.0
21	16414	1.0
21	5	1.0
21	10577	1.0
21	2663	1.0
22	11820	1.0
22	5	1.0
22	8163	1.0
22	3786	1.0
22	569	1.0
22	11300	1.0
22	16890	1.0
23	5	1.0
23	2099	1.0
23	6569	1.0
23	21632	1.0
23	5088	1.0
23	20724	1.0
23	7134	1.0
23	9810	1.0
23	11934	1.0
23	3395	1.0
23	11196	1.0
23	19803	1.0
23	16756	1.0
23	17213	1.0
24	15689	1.0
24	2552	1.0
24	21724	1.0
24	5	1.0
24	12380	1.0
24	11081	1.0
24	21167	1.0
24	21171	1.0
24	17230	1.0
24	8911	1.0
25	10933	1.0
25	13371	1.0
25	114	1.0
25	1373	1.0
26	8938	1.0
26	12756	1.0
26	16632	1.0
26	16410	1.0
26	12582	1.0
26	15116	1.0
26	20818	1.0
26	12043	1.0
26	19123	1.0
26	1144	1.0
26	5	1.0
26	21107	1.0
26	10042	1.0
26	11675	1.0
26	7299	1.0
26	13433	1.0
26	19034	1.0
26	1774	1.0
26	17503	1.0
26	16868	1.0
26	12042	1.0
26	12382	1.0
26	1009	1.0
26	11786	1.0
26	18541	1.0
26	10313	1.0
26	21722	1.0
26	13641	1.0
26	9451	1.0
26	10213	1.0
26	9242	1.0
26	6099	1.0
26	6364	1.0
26	117	1.0
26	14157	1.0
26	11080	1.0
26	19307	1.0
26	2770	1.0
26	10061	1.0
27	5666	1.0
27	4977	1.0
27	5	1.0
27	15647	1.0
27	11610	1.0
27	1665	1.0
27	9080	1.0
27	8245	1.0
27	14196	1.0
27	19423	1.0
27	7803	1.0
27	21217	1.0
27	5804	1.0
27	5710	1.0
27	10586	1.0
27	15022	1.0
27	13480	1.0
27	280	1.0
27	5669	1.0
27	6072	1.0
27	19565	1.0
